Bo'lim,Yaponcha,O'qilishi (kana),Romaji,O'zbekcha tarjima,English (manba),Misol gap
N2 語彙 (文字・語彙・文法),事務,じむ,jimu,"ish yuritish, idora ishi",,事務についての詳しい説明を聞きました。 (ish yuritish haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),事態,じたい,jitai,"vaziyat, holat",,事態についての詳しい説明を聞きました。 (vaziyat haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),事柄,ことがら,kotogara,"masala, ish, jihat",,事柄についての詳しい説明を聞きました。 (masala haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),交代,こうたい,koutai,"almashtirish, navbat almashish",,交代についての詳しい説明を聞きました。 (almashtirish haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),交差,こうさ,kousa,kesishish,,交差についての詳しい説明を聞きました。 (kesishish haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),交流,こうりゅう,kouryuu,"o'zaro aloqa, muloqot",,交流についての詳しい説明を聞きました。 (o'zaro aloqa haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),交通費,こうつうひ,koutsuuhi,transport xarajati,,交通費についての詳しい説明を聞きました。 (transport xarajati haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),交際,こうさい,kousai,"munosabat, aloqada bo'lish",,交際についての詳しい説明を聞きました。 (munosabat haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),人工,じんこう,jinkou,sun'iy,,人工についての詳しい説明を聞きました。 (sun'iy haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),付近,ふきん,fukin',"atrof, yaqin joy",,その付近の環境はとても快適です。 (Ushbu atrofning muhiti juda qulay.)
N2 語彙 (文字・語彙・文法),企業,きぎょう,kigyou,"korxona, kompaniya",,企業についての詳しい説明を聞きました。 (korxona haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),企画,きかく,kikaku,"reja, loyiha (tashabbus)",,企画についての詳しい説明を聞きました。 (reja haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),休暇,きゅうか,kyuuka,"ta'til, dam olish",,休暇についての詳しい説明を聞きました。 (ta'til haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),会合,かいごう,kaigou,"yig'ilish, uchrashuv",,会合についての詳しい説明を聞きました。 (yig'ilish haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),会館,かいかん,kaikan',"madaniyat saroyi, zal binosi",,その会館の環境はとても快適です。 (Ushbu madaniyat saroyining muhiti juda qulay.)
N2 語彙 (文字・語彙・文法),住宅,じゅうたく,juutaku,turar-joy,,その住宅の環境はとても快適です。 (Ushbu turar-joyning muhiti juda qulay.)
N2 語彙 (文字・語彙・文法),体制,たいせい,taisei,"tuzum, tizim",,体制についての詳しい説明を聞きました。 (tuzum haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),作品,さくひん,sakuhin',asar,,作品についての詳しい説明を聞きました。 (asar haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),作曲,さっきょく,sakkyoku,musiqa yozish,,作曲についての詳しい説明を聞きました。 (musiqa yozish haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),保健,ほけん,hoken',sog'liqni saqlash,,保健についての詳しい説明を聞きました。 (sog'liqni saqlash haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),保存,ほぞん,hozon',saqlash,,保存についての詳しい説明を聞きました。 (saqlash haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),修正,しゅうせい,shuusei,tuzatish,,修正についての詳しい説明を聞きました。 (tuzatish haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),停滞,ていたい,teitai,"to'xtab qolish, turg'unlik",,停滞についての詳しい説明を聞きました。 (to'xtab qolish haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),停車,ていしゃ,teisha,to'xtash (transport),,停車についての詳しい説明を聞きました。 (to'xtash haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),停電,ていでん,teiden',elektr o'chishi,,停電についての詳しい説明を聞きました。 (elektr o'chishi haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),傾向,けいこう,keikou,"moyillik, tendensiya",,傾向についての詳しい説明を聞きました。 (moyillik haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),先祖,せんぞ,senzo,ajdodlar,,先祖についての詳しい説明を聞きました。 (ajdodlar haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),免許,めんきょ,menkyo,"litsenziya, ruxsatnoma",,免許についての詳しい説明を聞きました。 (litsenziya haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),共同,きょうどう,kyoudou,"birgalikdagi, hamkorlik",,共同についての詳しい説明を聞きました。 (birgalikdagi haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),共有,きょうゆう,kyouyuu,birgalikda foydalanish,,技術の共有によって生活が便利になりました。 (Texnologiyaning birgalikda foydalanishi tufayli hayot qulaylashdi.)
N2 語彙 (文字・語彙・文法),共通,きょうつう,kyoutsuu,"umumiy, mushtarak",,共通についての詳しい説明を聞きました。 (umumiy haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),再三,さいさん,saisan',qayta-qayta,,再三についての詳しい説明を聞きました。 (qayta-qayta haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),再度,さいど,saido,yana bir marta,,再度についての詳しい説明を聞きました。 (yana bir marta haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),出場,しゅつじょう,shutsujou,qatnashish (musobaqada),,出場についての詳しい説明を聞きました。 (qatnashish haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),出席,しゅっせき,shusseki,qatnashish (majlisda),,出席についての詳しい説明を聞きました。 (qatnashish haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),分解,ぶんかい,bunkai,"ajratish, parchalash",,分解についての詳しい説明を聞きました。 (ajratish haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),分配,ぶんぱい,bunpai,taqsimlash,,分配についての詳しい説明を聞きました。 (taqsimlash haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),利害,りがい,rigai,manfaat va zarar,,利害を未然に防ぐ対策を立てました。 (manfaat va zararning oldini olish choralarini tuzdik.)
N2 語彙 (文字・語彙・文法),制限,せいげん,seigen',"cheklash, chegaralash",,制限についての詳しい説明を聞きました。 (cheklash haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),功績,こうせき,kouseki,"xizmat, yutuq",,技術の功績によって生活が便利になりました。 (Texnologiyaning xizmati tufayli hayot qulaylashdi.)
N2 語彙 (文字・語彙・文法),加工,かこう,kakou,qayta ishlash,,加工についての詳しい説明を聞きました。 (qayta ishlash haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),加熱,かねつ,kanetsu,"isitish, qizdirish",,加熱についての詳しい説明を聞きました。 (isitish haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),努力,どりょく,doryoku,"mehnat, harakat",,努力についての詳しい説明を聞きました。 (mehnat haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),勝手,かって,katte,"o'zicha, o'zboshimchalik",,勝手についての詳しい説明を聞きました。 (o'zicha haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),医学,いがく,igaku,tibbiyot fani,,医学についての詳しい説明を聞きました。 (tibbiyot fani haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),原理,げんり,genri,"prinsip, asos",,原理についての詳しい説明を聞きました。 (prinsip haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),参考,さんこう,sankou,"ma'lumot uchun, havola",,参考についての詳しい説明を聞きました。 (ma'lumot uchun haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),反抗,はんこう,hankou,qarshilik ko'rsatish,,反抗についての詳しい説明を聞きました。 (qarshilik ko'rsatish haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),反映,はんえい,han'ei,aks ettirish,,反映についての詳しい説明を聞きました。 (aks ettirish haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),反面,はんめん,hanmen',"aks tomoni, boshqa jihati",,反面についての詳しい説明を聞きました。 (aks tomoni haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),取引,とりひき,torihiki,"savdo, bitim",,取引についての詳しい説明を聞きました。 (savdo haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),変化,へんか,henka,o'zgarish,,変化についての詳しい説明を聞きました。 (o'zgarish haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),変更,へんこう,henkou,o'zgartirish,,変更についての詳しい説明を聞きました。 (o'zgartirish haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),口論,くちろん,kuchiron',"janjal, og'zaki tortishuv",,口論についての詳しい説明を聞きました。 (janjal haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),古典,こてん,koten',"klassika, qadimiy asar",,古典についての詳しい説明を聞きました。 (klassika haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),合理,ごうり,gouri,"mantiqiy, oqilona",,合理についての詳しい説明を聞きました。 (mantiqiy haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),合計,ごうけい,goukei,"jami, umumiy summa",,合計についての詳しい説明を聞きました。 (jami haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),同僚,どうりょう,douryou,hamkasb,,同僚についての詳しい説明を聞きました。 (hamkasb haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),名物,めいぶつ,meibutsu,mashhur mahalliy narsa/taom,,名物についての詳しい説明を聞きました。 (mashhur mahalliy narsa/taom haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),名産,めいさん,meisan',mashhur mahalliy mahsulot,,名産についての詳しい説明を聞きました。 (mashhur mahalliy mahsulot haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),周囲,しゅうい,shuui,"atrof, tevarak",,周囲についての詳しい説明を聞きました。 (atrof haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),周知,しゅうち,shuuchi,hammaga ma'lum,,周知についての詳しい説明を聞きました。 (hammaga ma'lum haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),喚起,かんき,kanki,"uyg'otish, jalb qilish",,計画通りに喚起を進めていきます。 (Rejaga muvofiq uyg'otishni davom ettiramiz.)
N2 語彙 (文字・語彙・文法),回復,かいふく,kaifuku,"tiklanish, yaxshilanish",,技術の回復によって生活が便利になりました。 (Texnologiyaning tiklanishi tufayli hayot qulaylashdi.)
N2 語彙 (文字・語彙・文法),国交,こっこう,kokkou,davlatlararo aloqalar,,国交についての詳しい説明を聞きました。 (davlatlararo aloqalar haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),国会,こっかい,kokkai,parlament,,国会についての詳しい説明を聞きました。 (parlament haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),地区,ちく,chiku,"tuman, hudud",,その地区の環境はとても快適です。 (Ushbu tumanning muhiti juda qulay.)
N2 語彙 (文字・語彙・文法),地点,ちてん,chiten',"nuqta, joy",,その地点の環境はとても快適です。 (Ushbu nuqtaning muhiti juda qulay.)
N2 語彙 (文字・語彙・文法),地面,じめん,jimen',yer yuzasi,,地面についての詳しい説明を聞きました。 (yer yuzasi haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),垂直,すいちょく,suichoku,vertikal,,垂直についての詳しい説明を聞きました。 (vertikal haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),場面,ばめん,bamen',"sahna, holat, vaziyat",,場面についての詳しい説明を聞きました。 (sahna haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),外交,がいこう,gaikou,tashqi siyosat,,外交についての詳しい説明を聞きました。 (tashqi siyosat haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),大勢,おおぜい,oozei,"ko'p odam, olomon",,大勢としての責任を持って行動します。 (ko'p odam sifatidagi mas'uliyat bilan harakat qilamiz.)
N2 語彙 (文字・語彙・文法),大臣,だいじん,daijin',vazir,,大臣についての詳しい説明を聞きました。 (vazir haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),大気,たいき,taiki,"atmosfera, havo",,大気についての詳しい説明を聞きました。 (atmosfera haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),始終,しじゅう,shijuu,"doimo, boshdan-oxir",,始終についての詳しい説明を聞きました。 (doimo haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),委員,いいん,iin',qo'mita a'zosi,,委員についての詳しい説明を聞きました。 (qo'mita a'zosi haqida batafsil tushuntirish eshitdik.)
